,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
118,1258,0.0,0.0,0.0,1.0,0.0,0.0,0.998,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,1259,0.0,0.0,1.0,0.0,0.0,0.89,0.11,0.0,0.0,0.112,0.888,0.0,0.0,0.0,1.0,0.0
118,1212,0.0,1.0,0.0,0.0,0.0,0.534,0.0,0.466,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0
118,1167,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,1140,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,1131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,963,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,930,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,828,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,663,0.0,1.0,0.0,0.0,0.0,0.062,0.0,0.938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,627,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,561,0.0,0.0,1.0,0.0,0.994,0.0,0.006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,426,0.0,1.0,0.0,0.0,0.0,0.834,0.0,0.166,0.0,0.016,0.0,0.984,0.0,0.028,0.0,0.972
