,Position,0,1,2,3,4,5,6,7,8,9,10,11
118,1258,0.0,0.0,0.0,1.0,0.0,0.002,0.996,0.002,0.0,0.0,1.0,0.0
118,1259,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,1212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,1167,0.0,0.0,1.0,0.0,0.948,0.0,0.05,0.002,1.0,0.0,0.0,0.0
118,1140,1.0,0.0,0.0,0.0,0.032,0.002,0.966,0.0,0.0,0.0,1.0,0.0
118,1131,1.0,0.0,0.0,0.0,0.014,0.0,0.986,0.0,0.0,0.0,1.0,0.0
118,963,1.0,0.0,0.0,0.0,0.184,0.0,0.816,0.0,0.0,0.0,1.0,0.0
118,945,1.0,0.0,0.0,0.0,0.158,0.0,0.0,0.842,0.0,0.0,0.0,1.0
118,930,0.0,0.0,0.0,1.0,0.016,0.912,0.0,0.072,0.0,1.0,0.0,0.0
118,837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,828,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,663,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0
118,636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,627,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,561,0.0,0.0,1.0,0.0,0.97,0.006,0.02,0.004,1.0,0.0,0.0,0.0
118,426,0.0,1.0,0.0,0.0,0.002,0.066,0.01,0.922,0.0,0.0,0.0,1.0
118,384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,315,1.0,0.0,0.0,0.0,0.242,0.002,0.756,0.0,0.0,0.0,1.0,0.0
118,291,0.0,0.0,0.0,1.0,0.0,0.442,0.0,0.558,0.0,1.0,0.0,0.0
648,9682,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
648,9751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
648,9817,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
649,9945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
649,10173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
649,10242,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1095,1417,0.0,0.0,0.208,0.792,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1095,1402,0.96,0.04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1095,1336,0.708,0.0,0.292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1303,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1095,1295,0.912,0.0,0.088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1261,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1213,0.0,0.456,0.0,0.544,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1095,1198,0.65,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1183,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1159,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1102,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1072,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3532,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3346,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3306,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3259,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3253,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3247,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1098,3100,0.0,0.0,1.0,0.0,0.006,0.008,0.316,0.67,0.0,0.0,0.0,1.0
1098,3097,0.0,1.0,0.0,0.0,0.008,0.33,0.002,0.66,0.0,0.0,0.0,1.0
1098,3094,0.0,0.0,0.0,1.0,0.006,0.746,0.002,0.246,0.0,1.0,0.0,0.0
1098,3082,0.0,0.0,1.0,0.0,0.948,0.008,0.042,0.002,1.0,0.0,0.0,0.0
1098,3064,0.0,0.0,0.0,1.0,0.0,0.0,0.972,0.028,0.0,0.0,1.0,0.0
1098,3058,0.0,0.0,1.0,0.0,0.974,0.0,0.026,0.0,1.0,0.0,0.0,0.0
1098,3000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,2854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,2716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1099,4567,0.726,0.0,0.0,0.274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1099,4561,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4504,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1099,4459,0.224,0.776,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4402,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1099,4327,0.0,0.014,0.428,0.558,0.0,0.0,0.0,1.0,0.0,0.0,0.572,0.428
1099,4285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4264,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96,0.0,0.0,1.0,0.0
1099,4165,0.272,0.0,0.0,0.728,1.0,0.0,0.0,0.0,0.728,0.0,0.0,0.272
1102,5787,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1102,5706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1102,5670,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,6291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1103,6230,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1103,6216,0.908,0.0,0.092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1103,5937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1103,5880,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1103,5877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,6724,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6716,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6705,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6650,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1104,6652,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6530,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1104,6518,0.97,0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6503,0.886,0.0,0.114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1104,6488,0.922,0.0,0.078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1104,6470,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1104,6446,0.004,0.0,0.92,0.076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1104,6425,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1106,7452,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1106,7398,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1106,7359,0.0,0.0,0.988,0.012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1106,7317,0.878,0.0,0.122,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1106,7269,0.0,0.692,0.0,0.308,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1106,7257,0.59,0.0,0.41,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1106,7239,0.848,0.0,0.152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1106,7189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1107,7876,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1107,7870,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1107,7864,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1107,7738,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1108,8111,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1109,8628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1109,8622,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0
1109,8616,1.0,0.0,0.0,0.0,0.164,0.0,0.836,0.0,0.0,0.0,1.0,0.0
1109,8610,0.0,1.0,0.0,0.0,0.92,0.08,0.0,0.0,1.0,0.0,0.0,0.0
1111,9291,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,9279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1111,9216,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1111,9177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,9095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1111,9081,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1111,9075,0.752,0.0,0.248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1111,9042,0.784,0.002,0.0,0.214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,9021,0.0,0.466,0.0,0.534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
