,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
118,1258,0.276,0.262,0.216,0.246,0.002,0.004,0.832,0.162,0.0,0.0,0.962,0.038,0.264,0.236,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.002,0.0,0.152,0.846
118,1259,0.234,0.268,0.244,0.254,0.0,0.972,0.026,0.002,0.0,0.114,0.886,0.0,0.266,0.284,0.226,0.224,0.0,0.006,0.994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.002,0.16,0.832,0.006
118,1212,0.222,0.254,0.252,0.272,0.0,0.738,0.0,0.262,0.0,0.252,0.0,0.748,0.22,0.262,0.206,0.312,0.0,0.248,0.0,0.752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.418,0.0,0.582
118,1167,0.214,0.258,0.248,0.28,0.174,0.0,0.826,0.0,0.504,0.0,0.496,0.0,0.25,0.23,0.312,0.208,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.556,0.0,0.444,0.0,0.846,0.0,0.154,0.0
118,1140,0.27,0.25,0.26,0.22,0.976,0.0,0.024,0.0,0.94,0.0,0.06,0.0,0.302,0.262,0.25,0.186,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.554,0.0,0.446,0.0
118,1131,0.208,0.236,0.27,0.286,0.98,0.0,0.02,0.0,0.886,0.0,0.114,0.0,0.304,0.23,0.256,0.21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.324,0.0,0.676,0.0
118,963,0.244,0.242,0.27,0.244,0.988,0.0,0.012,0.0,1.0,0.0,0.0,0.0,0.28,0.24,0.282,0.198,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.864,0.0,0.136,0.0
118,945,0.302,0.218,0.238,0.242,0.724,0.0,0.0,0.276,0.052,0.0,0.0,0.948,0.24,0.206,0.23,0.324,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.072,0.0,0.0,0.928
118,930,0.3,0.23,0.238,0.232,0.0,0.048,0.0,0.952,0.0,0.998,0.0,0.002,0.89,0.034,0.034,0.042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004
118,837,0.224,0.236,0.27,0.27,0.0,0.92,0.0,0.08,0.0,0.068,0.0,0.932,0.244,0.266,0.248,0.242,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.158,0.0,0.842
118,828,0.264,0.236,0.246,0.254,0.22,0.0,0.78,0.0,0.966,0.0,0.034,0.0,0.31,0.224,0.262,0.204,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.724,0.0,0.276,0.0
118,663,0.226,0.3,0.224,0.25,0.0,0.492,0.0,0.508,0.0,0.49,0.0,0.51,0.232,0.246,0.234,0.288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.62,0.0,0.38
118,636,0.25,0.248,0.228,0.274,0.01,0.0,0.0,0.99,0.518,0.0,0.0,0.482,0.29,0.202,0.248,0.26,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.474,0.0,0.0,0.526
118,627,0.0,1.0,0.0,0.0,0.0,0.354,0.646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.646,0.354,0.0,0.0,0.356,0.644,0.0
118,596,1.0,0.0,0.0,0.0,0.966,0.0,0.034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.038,0.0,0.962,0.0,0.956,0.0,0.044,0.0
118,561,0.214,0.25,0.248,0.288,0.936,0.0,0.062,0.002,0.738,0.0,0.262,0.0,0.228,0.262,0.278,0.232,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.224,0.004,0.772,0.0
118,426,0.288,0.242,0.238,0.232,0.0,0.44,0.0,0.56,0.0,0.334,0.0,0.666,0.236,0.272,0.196,0.296,0.0,0.19,0.0,0.81,0.0,1.0,0.0,0.0,0.0,0.264,0.0,0.736,0.028,0.428,0.018,0.526
118,384,0.0,1.0,0.0,0.0,0.0,0.998,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.998,0.002,0.0,0.0,1.0,0.0,0.0,0.226,0.276,0.25,0.248,0.0,1.0,0.0,0.0,0.0,0.962,0.038,0.0
118,315,0.254,0.24,0.258,0.248,0.956,0.0,0.044,0.0,0.414,0.0,0.586,0.0,0.276,0.214,0.28,0.23,0.572,0.0,0.428,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.97,0.0,0.316,0.0,0.684,0.0
118,291,0.268,0.244,0.24,0.248,0.0,0.192,0.0,0.808,0.0,0.672,0.0,0.328,0.208,0.294,0.218,0.28,0.0,0.152,0.0,0.848,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.776,0.0,0.224
648,9682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.002,0.32,0.004,0.674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.64,0.0,0.36
648,9751,0.266,0.228,0.258,0.248,0.19,0.0,0.0,0.81,1.0,0.0,0.0,0.0,0.272,0.248,0.204,0.276,1.0,0.0,0.0,0.0,0.26,0.276,0.232,0.232,1.0,0.0,0.0,0.0,0.792,0.0,0.0,0.208
648,9817,0.0,1.0,0.0,0.0,0.0,0.536,0.0,0.464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.734,0.0,0.266
649,9945,0.23,0.326,0.212,0.232,0.806,0.0,0.0,0.194,1.0,0.0,0.0,0.0,0.23,0.354,0.19,0.226,1.0,0.0,0.0,0.0,0.226,0.308,0.226,0.24,1.0,0.0,0.0,0.0,0.19,0.002,0.0,0.808
649,10173,0.0,0.0,0.0,1.0,0.0,0.966,0.0,0.034,0.0,0.0,0.0,1.0,0.0,0.416,0.006,0.578,0.0,0.64,0.0,0.36,0.0,1.0,0.0,0.0,0.0,0.358,0.0,0.642,0.0,0.072,0.0,0.928
649,10242,0.0,0.0,1.0,0.0,0.994,0.0,0.006,0.0,0.0,0.0,1.0,0.0,0.108,0.004,0.882,0.006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22,0.0,0.78,0.0
