,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
118,1258,0.0,0.0,0.998,0.002,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.004,0.004,0.958,0.034,0.0,0.0,1.0,0.0
118,1259,0.0,0.562,0.438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.002,0.032,0.962,0.004,0.0,0.44,0.56,0.0
118,1212,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002,0.096,0.0,0.902,0.0,0.0,0.0,1.0
118,1167,0.63,0.0,0.37,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,0.466,0.0,0.534,0.0,0.932,0.0,0.068,0.0
118,1140,0.328,0.0,0.672,0.0,1.0,0.0,0.0,0.0,0.018,0.0,0.982,0.0,0.624,0.0,0.376,0.0,0.024,0.0,0.976,0.0
118,1131,0.298,0.0,0.702,0.0,1.0,0.0,0.0,0.0,0.006,0.0,0.994,0.0,0.6,0.0,0.4,0.0,0.046,0.0,0.954,0.0
118,963,0.342,0.0,0.658,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.092,0.0,0.908,0.0,0.592,0.0,0.408,0.0
118,945,0.6,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.16,0.0,0.0,0.84,0.094,0.0,0.0,0.906,0.172,0.0,0.0,0.828
118,930,0.0,0.13,0.0,0.87,0.0,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.026,0.86,0.0,0.114,0.0,0.98,0.0,0.02
118,837,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.99,0.0,0.0,0.0,1.0
118,828,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0
118,663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002,0.18,0.0,0.818,0.0,0.0,0.0,1.0
118,636,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004,0.0,0.0,0.996,0.0,0.0,0.0,1.0
118,627,0.0,0.964,0.036,0.0,0.0,0.0,1.0,0.0,0.0,0.998,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,596,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,561,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.786,0.008,0.194,0.012,1.0,0.0,0.0,0.0
118,426,0.0,0.03,0.0,0.97,0.0,1.0,0.0,0.0,0.0,0.028,0.0,0.972,0.018,0.466,0.02,0.496,0.0,0.004,0.0,0.996
118,384,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,315,0.806,0.0,0.194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.076,0.0,0.924,0.0,0.182,0.0,0.818,0.0
118,291,0.0,0.228,0.0,0.772,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.822,0.0,0.178,0.0,0.774,0.0,0.226
648,9682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
648,9751,0.964,0.0,0.0,0.036,0.824,0.0,0.0,0.176,1.0,0.0,0.0,0.0,0.21,0.0,0.0,0.79,1.0,0.0,0.0,0.0
648,9817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
649,9945,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
649,10173,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
649,10242,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1095,1417,0.258,0.222,0.238,0.282,0.0,0.0,0.202,0.798,0.218,0.276,0.228,0.278,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1095,1402,0.27,0.236,0.246,0.248,0.966,0.034,0.0,0.0,0.274,0.242,0.244,0.24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1095,1336,0.23,0.294,0.232,0.244,0.71,0.0,0.29,0.0,0.232,0.246,0.252,0.27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1303,0.104,0.0,0.896,0.0,0.0,0.0,1.0,0.0,0.898,0.0,0.102,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1095,1295,0.244,0.252,0.244,0.26,0.9,0.0,0.1,0.0,0.26,0.242,0.264,0.234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1261,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1095,1213,0.236,0.258,0.258,0.248,0.0,0.512,0.0,0.488,0.266,0.254,0.232,0.248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1095,1198,0.246,0.26,0.256,0.238,0.98,0.0,0.02,0.0,0.24,0.25,0.246,0.264,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1095,1183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1159,0.0,0.002,0.0,0.998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1102,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1095,1072,0.004,0.0,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3532,0.602,0.0,0.398,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3346,0.0,0.0,0.504,0.496,0.0,0.0,0.0,1.0,0.0,0.0,0.508,0.492,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1098,3306,0.98,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.002,0.0,0.998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3259,0.97,0.0,0.03,0.0,0.0,0.0,1.0,0.0,0.006,0.0,0.994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1098,3253,0.92,0.0,0.08,0.0,0.0,0.0,1.0,0.0,0.002,0.0,0.998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
