,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
118,1258,0.242,0.258,0.256,0.244,0.0,0.0,0.0,1.0,0.238,0.23,0.274,0.258,0.256,0.26,0.22,0.264,0.0,0.0,1.0,0.0,0.018,0.014,0.454,0.514,0.0,0.002,0.474,0.524,0.0,0.0,1.0,0.0
118,1259,0.27,0.232,0.266,0.232,0.0,0.0,1.0,0.0,0.25,0.234,0.27,0.246,0.244,0.272,0.228,0.256,0.0,0.0,1.0,0.0,0.0,0.004,0.992,0.004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
118,1212,0.168,0.34,0.248,0.244,0.0,1.0,0.0,0.0,0.222,0.248,0.252,0.278,0.238,0.286,0.236,0.24,0.0,0.0,0.0,1.0,0.0,0.966,0.0,0.034,0.0,0.564,0.0,0.436,0.0,0.0,0.0,1.0
118,1167,0.34,0.224,0.242,0.194,0.0,0.0,1.0,0.0,0.254,0.22,0.266,0.26,0.228,0.262,0.284,0.226,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,0.984,0.0,0.016,0.0,0.0,0.0,1.0,0.0
118,1140,0.32,0.186,0.272,0.222,1.0,0.0,0.0,0.0,0.262,0.2,0.262,0.276,0.224,0.244,0.266,0.266,1.0,0.0,0.0,0.0,0.002,0.0,0.998,0.0,0.006,0.0,0.994,0.0,0.0,0.0,1.0,0.0
118,1131,0.266,0.176,0.33,0.228,1.0,0.0,0.0,0.0,0.252,0.226,0.274,0.248,0.26,0.266,0.228,0.246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,963,0.248,0.194,0.348,0.21,1.0,0.0,0.0,0.0,0.246,0.258,0.26,0.236,0.25,0.224,0.3,0.226,1.0,0.0,0.0,0.0,0.006,0.0,0.994,0.0,0.018,0.0,0.982,0.0,0.0,0.0,1.0,0.0
118,945,0.248,0.208,0.212,0.332,1.0,0.0,0.0,0.0,0.24,0.236,0.262,0.262,0.27,0.226,0.236,0.268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012,0.0,0.0,0.988,0.0,0.0,0.0,1.0
118,930,0.416,0.216,0.186,0.182,0.0,0.0,0.0,1.0,0.346,0.202,0.216,0.236,0.558,0.148,0.12,0.174,0.0,0.0,0.0,1.0,0.0,0.998,0.0,0.002,0.008,0.986,0.0,0.006,0.0,1.0,0.0,0.0
118,837,0.216,0.314,0.192,0.278,0.0,1.0,0.0,0.0,0.234,0.26,0.24,0.266,0.208,0.282,0.264,0.246,0.0,0.0,0.0,1.0,0.0,0.844,0.0,0.156,0.0,0.202,0.0,0.798,0.0,0.0,0.0,1.0
118,828,0.27,0.226,0.296,0.208,0.0,0.0,1.0,0.0,0.238,0.254,0.264,0.244,0.238,0.2,0.292,0.27,1.0,0.0,0.0,0.0,0.184,0.0,0.816,0.0,0.808,0.0,0.192,0.0,1.0,0.0,0.0,0.0
118,663,0.184,0.298,0.24,0.278,0.0,1.0,0.0,0.0,0.23,0.254,0.238,0.278,0.264,0.254,0.248,0.234,0.0,0.0,0.0,1.0,0.0,0.848,0.0,0.152,0.0,0.758,0.0,0.242,0.0,0.0,0.0,1.0
118,636,0.29,0.206,0.192,0.312,1.0,0.0,0.0,0.0,0.268,0.222,0.228,0.282,0.232,0.224,0.24,0.304,0.0,0.0,0.0,1.0,0.23,0.0,0.0,0.77,0.786,0.0,0.0,0.214,0.0,0.0,0.0,1.0
118,627,0.222,0.272,0.3,0.206,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.018,0.982,0.0,0.0,0.006,0.994,0.0,0.0,1.0,0.0,0.0
118,596,0.348,0.184,0.278,0.19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.124,0.0,0.876,0.0,0.026,0.0,0.974,0.0,1.0,0.0,0.0,0.0
118,561,0.27,0.216,0.242,0.272,0.0,0.0,1.0,0.0,0.278,0.22,0.254,0.248,0.29,0.248,0.22,0.242,1.0,0.0,0.0,0.0,0.494,0.006,0.49,0.01,0.186,0.0,0.814,0.0,1.0,0.0,0.0,0.0
118,426,0.228,0.294,0.198,0.28,0.0,1.0,0.0,0.0,0.24,0.268,0.262,0.23,0.26,0.252,0.214,0.274,0.0,0.156,0.0,0.844,0.0,0.804,0.0,0.196,0.012,0.596,0.01,0.382,0.0,0.024,0.0,0.976
118,384,0.194,0.312,0.27,0.224,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.55,0.45,0.0,0.0,0.402,0.598,0.0,0.0,1.0,0.0,0.0
118,315,0.332,0.194,0.276,0.198,1.0,0.0,0.0,0.0,0.288,0.242,0.244,0.226,0.288,0.212,0.28,0.22,0.0,0.0,1.0,0.0,0.054,0.0,0.946,0.0,0.108,0.0,0.892,0.0,1.0,0.0,0.0,0.0
