,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
118,1258,0.002,0.002,0.47,0.526,0.0,0.0,1.0,0.0,0.192,0.264,0.28,0.264,0.166,0.2,0.272,0.362,0.022,0.016,0.498,0.464,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,1259,0.0,0.004,0.994,0.002,0.0,0.0,1.0,0.0,0.26,0.24,0.244,0.256,0.16,0.186,0.476,0.178,0.016,0.044,0.918,0.022,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
118,1212,0.0,0.614,0.0,0.386,0.0,0.0,0.0,1.0,0.266,0.258,0.24,0.236,0.152,0.3,0.15,0.398,0.002,0.53,0.0,0.468,0.0,1.0,0.0,0.0,0.0,0.368,0.0,0.632
118,1167,0.864,0.0,0.136,0.0,1.0,0.0,0.0,0.0,0.264,0.268,0.222,0.246,0.414,0.176,0.288,0.122,0.556,0.002,0.442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,1140,0.236,0.0,0.764,0.0,0.0,0.0,1.0,0.0,0.276,0.256,0.242,0.226,0.332,0.172,0.364,0.132,0.474,0.0,0.526,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0
118,1131,0.07,0.0,0.93,0.0,0.0,0.0,1.0,0.0,0.298,0.246,0.216,0.24,0.336,0.16,0.344,0.16,0.314,0.0,0.686,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,963,0.348,0.0,0.652,0.0,0.0,0.0,1.0,0.0,0.248,0.234,0.246,0.272,0.374,0.152,0.336,0.138,0.48,0.0,0.52,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,945,0.37,0.0,0.0,0.63,0.0,0.0,0.0,1.0,0.256,0.23,0.262,0.252,0.35,0.158,0.146,0.346,0.424,0.0,0.0,0.576,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,930,0.002,0.8,0.0,0.198,0.0,1.0,0.0,0.0,0.24,0.268,0.232,0.26,0.806,0.07,0.018,0.106,0.12,0.498,0.0,0.382,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,837,0.0,0.67,0.0,0.33,0.0,0.0,0.0,1.0,0.258,0.28,0.206,0.256,0.16,0.324,0.166,0.35,0.0,0.456,0.0,0.544,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.99
118,828,0.534,0.0,0.466,0.0,1.0,0.0,0.0,0.0,0.248,0.218,0.256,0.278,0.36,0.14,0.362,0.138,0.424,0.0,0.574,0.002,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,663,0.0,0.924,0.0,0.076,0.0,0.0,0.0,1.0,0.238,0.258,0.242,0.262,0.178,0.334,0.162,0.326,0.0,0.772,0.002,0.226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
118,636,0.48,0.0,0.0,0.52,0.0,0.0,0.0,1.0,0.244,0.244,0.28,0.232,0.306,0.168,0.17,0.356,0.534,0.0,0.0,0.466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
