,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
118,1258,0.0,0.004,0.35,0.646,0.236,0.288,0.25,0.226,0.278,0.222,0.254,0.246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.002,0.606,0.388,0.0,0.0,0.0,1.0
118,1259,0.004,0.01,0.986,0.0,0.23,0.248,0.26,0.262,0.24,0.238,0.284,0.238,0.0,0.0,1.0,0.0,0.0,0.806,0.194,0.0,0.004,0.206,0.788,0.002,0.0,0.0,1.0,0.0
118,1212,0.0,0.528,0.0,0.472,0.214,0.284,0.226,0.276,0.224,0.274,0.29,0.212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0
118,1167,0.582,0.0,0.418,0.0,0.278,0.2,0.302,0.22,0.258,0.242,0.24,0.26,1.0,0.0,0.0,0.0,0.344,0.0,0.656,0.0,0.608,0.0,0.392,0.0,0.0,0.0,1.0,0.0
118,1140,0.29,0.0,0.71,0.0,0.314,0.216,0.266,0.204,0.248,0.258,0.27,0.224,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,1.0,0.0,0.0,0.0
118,1131,0.554,0.0,0.446,0.0,0.3,0.224,0.294,0.182,0.27,0.262,0.248,0.22,0.0,0.0,1.0,0.0,0.488,0.0,0.512,0.0,0.514,0.0,0.486,0.0,1.0,0.0,0.0,0.0
118,963,0.616,0.0,0.384,0.0,0.318,0.2,0.29,0.192,0.268,0.266,0.246,0.22,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0,0.078,0.0,0.922,0.0,1.0,0.0,0.0,0.0
118,945,0.544,0.0,0.0,0.456,0.26,0.206,0.218,0.316,0.264,0.232,0.242,0.262,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.056,0.0,0.0,0.944,1.0,0.0,0.0,0.0
118,930,0.0,1.0,0.0,0.0,0.954,0.014,0.016,0.016,0.264,0.274,0.25,0.212,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
118,837,0.0,0.13,0.0,0.87,0.198,0.304,0.21,0.288,0.24,0.272,0.218,0.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.904,0.0,0.096,0.0,1.0,0.0,0.0
118,828,0.694,0.0,0.306,0.0,0.256,0.22,0.294,0.23,0.256,0.274,0.254,0.216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.282,0.0,0.718,0.0,0.0,0.0,1.0,0.0
118,663,0.0,0.726,0.0,0.274,0.248,0.276,0.226,0.25,0.254,0.24,0.242,0.264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.87,0.0,0.13,0.0,1.0,0.0,0.0
118,636,0.77,0.0,0.0,0.23,0.264,0.24,0.22,0.276,0.244,0.264,0.232,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.236,0.0,0.0,0.764,1.0,0.0,0.0,0.0
118,627,0.0,0.962,0.038,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.994,0.006,0.0,0.0,0.0,1.0,0.0
118,596,0.988,0.0,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,561,0.126,0.002,0.872,0.0,0.222,0.248,0.248,0.282,0.28,0.262,0.258,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.01,0.37,0.02,0.0,0.0,1.0,0.0
118,426,0.012,0.338,0.006,0.644,0.214,0.292,0.218,0.276,0.234,0.26,0.22,0.286,0.0,0.038,0.0,0.962,0.0,0.466,0.0,0.534,0.0,0.494,0.0,0.506,0.0,1.0,0.0,0.0
118,384,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.24,0.256,0.268,0.236
118,315,0.216,0.0,0.784,0.0,0.286,0.218,0.274,0.222,0.262,0.22,0.282,0.236,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.596,0.0,0.404,0.0,1.0,0.0,0.0,0.0
118,291,0.0,0.748,0.0,0.252,0.23,0.284,0.218,0.268,0.26,0.232,0.224,0.284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.276,0.0,0.724,0.0,0.0,0.0,1.0
648,9682,0.0,0.826,0.0,0.174,0.0,0.99,0.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018,0.0,0.982,0.0,0.0,0.0,1.0
648,9751,0.9,0.0,0.0,0.1,0.242,0.206,0.244,0.308,0.246,0.254,0.25,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.098,0.0,0.0,0.902,0.256,0.248,0.23,0.266
648,9817,0.0,0.456,0.0,0.544,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.738,0.0,0.262,0.0,0.0,0.0,1.0
649,9945,0.0,0.0,0.0,1.0,0.248,0.31,0.226,0.216,0.19,0.422,0.196,0.192,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.216,0.322,0.236,0.226
649,10173,0.0,0.052,0.0,0.948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.94,0.0,0.06,0.0,1.0,0.0,0.0
649,10242,0.084,0.0,0.916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0
1095,1417,0.254,0.28,0.232,0.234,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.052,0.948,0.0,0.0,0.042,0.958,0.25,0.24,0.246,0.264,0.228,0.276,0.242,0.254
1095,1402,0.242,0.268,0.266,0.224,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.896,0.104,0.0,0.0,0.902,0.098,0.0,0.0,0.226,0.226,0.27,0.278,0.264,0.242,0.252,0.242
1095,1336,0.242,0.292,0.234,0.232,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.512,0.0,0.488,0.0,0.45,0.0,0.55,0.0,0.268,0.234,0.254,0.244,0.248,0.21,0.278,0.264
1095,1303,0.182,0.0,0.818,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.966,0.0,0.034,0.0,0.0,0.0,1.0,0.0
1095,1295,0.242,0.268,0.242,0.248,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.666,0.0,0.334,0.0,0.472,0.0,0.528,0.0,0.24,0.276,0.252,0.232,0.29,0.24,0.216,0.254
1095,1261,0.966,0.0,0.0,0.034,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.94,0.26,0.254,0.222,0.264
1095,1213,0.29,0.204,0.266,0.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.578,0.0,0.422,0.0,0.638,0.0,0.362,0.224,0.298,0.22,0.258,0.25,0.276,0.23,0.244
1095,1198,0.252,0.246,0.256,0.246,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.474,0.0,0.526,0.0,0.454,0.0,0.546,0.0,0.284,0.254,0.224,0.238,0.282,0.24,0.254,0.224
1095,1183,0.0,0.974,0.0,0.026,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.028,0.0,0.972,0.0,0.0,0.0,1.0
1095,1159,0.0,0.962,0.0,0.038,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.96,0.272,0.232,0.252,0.244
1095,1102,0.0,0.08,0.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.922,0.0,0.078,0.25,0.258,0.252,0.24
1095,1072,0.35,0.0,0.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.662,0.008,0.002,0.328,0.24,0.234,0.264,0.262
1098,3532,0.122,0.0,0.878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058,0.0,0.942,0.0,1.0,0.0,0.0,0.0
1098,3346,0.0,0.0,0.978,0.022,0.0,0.0,0.998,0.002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1098,3306,0.284,0.0,0.716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.886,0.0,0.114,0.0,0.0,0.0,1.0,0.0
1098,3259,0.026,0.0,0.974,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028,0.0,0.972,0.0,0.0,0.0,1.0,0.0
1098,3253,0.03,0.0,0.97,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0,0.0,0.0,1.0,0.0
1098,3247,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0,0.0,0.0,1.0
1098,3100,0.002,0.0,0.664,0.334,0.236,0.242,0.258,0.264,0.212,0.26,0.26,0.268,0.0,0.0,0.0,1.0,0.0,0.0,0.918,0.082,0.002,0.0,0.28,0.718,0.0,0.0,1.0,0.0
1098,3097,0.006,0.086,0.0,0.908,0.228,0.266,0.252,0.254,0.216,0.236,0.29,0.258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.96,0.0,1.0,0.0,0.0
1098,3094,0.0,0.558,0.008,0.434,0.196,0.26,0.258,0.286,0.226,0.274,0.244,0.256,0.0,0.54,0.0,0.46,0.0,0.684,0.0,0.316,0.0,0.72,0.0,0.28,0.0,0.0,0.0,1.0
