,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
118,1258,0.0,0.0,0.0,1.0,0.272,0.238,0.266,0.224,0.224,0.226,0.264,0.286,0.134,0.122,0.562,0.182,0.0,0.0,1.0,0.0,0.0,0.0,0.896,0.104,0.0,0.0,1.0,0.0,0.002,0.002,0.094,0.902
118,1259,0.0,0.0,1.0,0.0,0.22,0.242,0.276,0.262,0.258,0.264,0.27,0.208,0.08,0.694,0.142,0.084,0.0,0.0,1.0,0.0,0.0,0.948,0.052,0.0,0.0,0.0,1.0,0.0,0.002,0.088,0.908,0.002
118,1212,0.0,1.0,0.0,0.0,0.234,0.266,0.246,0.254,0.266,0.26,0.224,0.25,0.0,0.876,0.0,0.124,0.0,0.082,0.0,0.918,0.0,0.632,0.0,0.368,0.0,0.0,0.0,1.0,0.0,0.372,0.0,0.628
118,1167,0.0,0.0,1.0,0.0,0.276,0.228,0.258,0.238,0.25,0.258,0.254,0.238,0.12,0.0,0.88,0.0,0.812,0.0,0.188,0.0,0.194,0.0,0.806,0.0,1.0,0.0,0.0,0.0,0.214,0.0,0.786,0.0
118,1140,1.0,0.0,0.0,0.0,0.258,0.268,0.24,0.234,0.268,0.234,0.242,0.256,0.86,0.0,0.14,0.0,0.0,0.0,1.0,0.0,0.994,0.0,0.006,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.01,0.0
118,1131,1.0,0.0,0.0,0.0,0.246,0.272,0.24,0.242,0.296,0.22,0.256,0.228,0.804,0.0,0.196,0.0,0.07,0.0,0.93,0.0,0.928,0.0,0.072,0.0,0.0,0.0,1.0,0.0,0.908,0.0,0.092,0.0
118,963,1.0,0.0,0.0,0.0,0.218,0.28,0.254,0.248,0.29,0.228,0.232,0.25,0.228,0.0,0.772,0.0,1.0,0.0,0.0,0.0,0.702,0.0,0.298,0.0,0.0,0.0,1.0,0.0,0.072,0.0,0.928,0.0
118,945,1.0,0.0,0.0,0.0,0.266,0.272,0.238,0.224,0.264,0.266,0.196,0.274,0.442,0.0,0.0,0.558,0.676,0.0,0.0,0.324,0.754,0.0,0.0,0.246,0.0,0.0,0.0,1.0,0.398,0.0,0.0,0.602
118,930,0.0,0.0,0.0,1.0,0.678,0.12,0.098,0.104,0.45,0.182,0.168,0.2,0.01,0.018,0.0,0.972,0.0,0.914,0.0,0.086,0.0,0.076,0.0,0.924,0.0,1.0,0.0,0.0,0.008,0.086,0.0,0.906
118,837,0.0,1.0,0.0,0.0,0.21,0.258,0.264,0.268,0.208,0.272,0.232,0.288,0.0,0.66,0.0,0.34,0.0,0.0,0.0,1.0,0.0,0.34,0.0,0.66,0.0,0.0,0.0,1.0,0.0,0.678,0.0,0.322
118,828,0.0,0.0,1.0,0.0,0.274,0.252,0.236,0.238,0.258,0.28,0.23,0.232,0.68,0.002,0.318,0.0,1.0,0.0,0.0,0.0,0.828,0.0,0.172,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.85,0.0
118,663,0.0,1.0,0.0,0.0,0.252,0.232,0.276,0.24,0.252,0.256,0.212,0.28,0.0,0.442,0.002,0.556,0.0,0.0,0.0,1.0,0.0,0.324,0.0,0.676,0.0,0.0,0.0,1.0,0.0,0.916,0.0,0.084
118,636,1.0,0.0,0.0,0.0,0.272,0.222,0.22,0.286,0.268,0.246,0.242,0.244,0.038,0.0,0.0,0.962,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.94,0.0,0.0,0.0,1.0,0.944,0.0,0.0,0.056
118,627,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.876,0.124,0.0,0.0,0.458,0.542,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.546,0.454,0.0
118,596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.962,0.0,0.038,0.0,0.61,0.0,0.39,0.0,0.45,0.0,0.55,0.0,1.0,0.0,0.0,0.0,0.416,0.0,0.584,0.0
118,561,0.0,0.0,1.0,0.0,0.236,0.264,0.234,0.266,0.23,0.24,0.294,0.236,0.774,0.042,0.132,0.052,1.0,0.0,0.0,0.0,0.854,0.0,0.144,0.002,1.0,0.0,0.0,0.0,0.092,0.002,0.906,0.0
118,426,0.0,1.0,0.0,0.0,0.23,0.264,0.244,0.262,0.226,0.272,0.242,0.26,0.0,0.502,0.0,0.498,0.0,0.28,0.0,0.72,0.0,0.448,0.004,0.548,0.0,0.014,0.0,0.986,0.004,0.59,0.0,0.406
118,384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.548,0.452,0.0,0.0,1.0,0.0,0.0,0.0,0.416,0.584,0.0
118,315,1.0,0.0,0.0,0.0,0.284,0.222,0.246,0.248,0.294,0.242,0.246,0.218,0.85,0.0,0.15,0.0,0.47,0.0,0.53,0.0,0.742,0.0,0.258,0.0,0.0,0.0,1.0,0.0,0.558,0.0,0.442,0.0
118,291,0.0,0.0,0.0,1.0,0.224,0.256,0.262,0.258,0.24,0.262,0.24,0.258,0.0,0.39,0.0,0.61,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.948,0.0,0.052
648,9682,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.014,0.0,0.986,0.0,0.002,0.0,0.998,0.0,0.32,0.0,0.68,0.0,1.0,0.0,0.0,0.0,0.672,0.0,0.328
648,9751,0.25,0.232,0.236,0.282,0.288,0.23,0.228,0.254,0.264,0.21,0.252,0.274,0.748,0.002,0.0,0.25,1.0,0.0,0.0,0.0,0.476,0.0,0.0,0.524,1.0,0.0,0.0,0.0,0.528,0.0,0.0,0.472
648,9817,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.662,0.0,0.338,0.0,0.176,0.0,0.824,0.0,0.614,0.0,0.386,0.0,1.0,0.0,0.0,0.0,0.538,0.0,0.462
649,9945,0.182,0.414,0.206,0.198,0.266,0.248,0.254,0.232,0.2,0.402,0.19,0.208,0.952,0.01,0.002,0.036,1.0,0.0,0.0,0.0,0.304,0.0,0.0,0.696,1.0,0.0,0.0,0.0,0.696,0.0,0.0,0.304
649,10173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.938,0.0,0.062,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.27,0.0,0.73
