,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
118,1258,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.008,0.01,0.958,0.024,0.216,0.258,0.286,0.24,0.0,0.0,1.0,0.0,0.0,0.002,0.996,0.002
118,1259,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.018,0.212,0.756,0.014,0.236,0.276,0.234,0.254,0.002,0.016,0.982,0.0,0.0,1.0,0.0,0.0
118,1212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.236,0.0,0.764,0.206,0.264,0.252,0.278,0.0,0.004,0.0,0.996,0.0,0.058,0.0,0.942
118,1167,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.854,0.0,0.146,0.0,0.266,0.224,0.26,0.25,0.96,0.0,0.04,0.0,0.19,0.0,0.81,0.0
118,1140,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.498,0.0,0.502,0.0,0.274,0.218,0.286,0.222,0.396,0.0,0.604,0.0,0.134,0.0,0.866,0.0
118,1131,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.486,0.0,0.514,0.0,0.31,0.234,0.266,0.19,0.072,0.0,0.928,0.0,0.432,0.0,0.568,0.0
118,963,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.172,0.0,0.828,0.0,0.272,0.198,0.298,0.232,0.438,0.0,0.562,0.0,0.476,0.0,0.524,0.0
118,945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.198,0.0,0.0,0.802,0.272,0.24,0.206,0.282,0.336,0.0,0.0,0.664,0.516,0.0,0.0,0.484
118,930,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.014,0.862,0.0,0.124,0.908,0.03,0.03,0.032,0.0,0.964,0.0,0.036,0.0,0.138,0.0,0.862
118,837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.026,0.0,0.974,0.222,0.272,0.238,0.268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,828,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.254,0.234,0.276,0.236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16,0.0,0.84,0.226,0.258,0.254,0.262,0.0,0.016,0.0,0.984,0.0,0.004,0.0,0.996
