,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
118,1258,0.24,0.234,0.282,0.244,0.0,0.0,1.0,0.0,0.124,0.134,0.51,0.232,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,1259,0.26,0.254,0.262,0.224,0.0,0.0,1.0,0.0,0.116,0.6,0.198,0.086,0.0,0.0,1.0,0.0,0.0,0.992,0.008,0.0,0.0,0.016,0.984,0.0,0.0,0.0,1.0,0.0
118,1212,0.218,0.268,0.236,0.278,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.498,0.0,0.502,0.0,0.524,0.0,0.476,0.0,0.0,0.0,1.0
118,1167,0.246,0.222,0.274,0.258,1.0,0.0,0.0,0.0,0.094,0.0,0.906,0.0,0.0,0.0,1.0,0.0,0.238,0.0,0.762,0.0,0.63,0.0,0.37,0.0,0.772,0.0,0.228,0.0
118,1140,0.258,0.262,0.272,0.208,0.0,0.0,1.0,0.0,0.704,0.0,0.296,0.0,1.0,0.0,0.0,0.0,0.508,0.0,0.492,0.0,0.482,0.0,0.518,0.0,0.522,0.0,0.478,0.0
118,1131,0.28,0.238,0.236,0.246,0.0,0.0,1.0,0.0,0.618,0.0,0.382,0.0,1.0,0.0,0.0,0.0,0.87,0.0,0.13,0.0,0.546,0.0,0.454,0.0,0.14,0.0,0.86,0.0
118,963,0.26,0.25,0.264,0.226,0.0,0.0,1.0,0.0,0.362,0.0,0.638,0.0,1.0,0.0,0.0,0.0,0.916,0.0,0.084,0.0,0.542,0.0,0.458,0.0,0.506,0.0,0.494,0.0
118,945,0.258,0.252,0.23,0.26,0.0,0.0,0.0,1.0,0.65,0.0,0.0,0.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.964,0.0,0.0,0.036,0.0,0.0,0.0,1.0
118,930,0.818,0.06,0.054,0.068,0.0,0.53,0.0,0.47,0.028,0.176,0.0,0.796,0.0,0.0,0.0,1.0,0.0,0.604,0.0,0.396,0.012,0.752,0.0,0.236,0.0,0.808,0.0,0.192
118,837,0.254,0.28,0.234,0.232,0.0,0.0,0.0,1.0,0.0,0.398,0.0,0.602,0.0,1.0,0.0,0.0,0.0,0.59,0.0,0.41,0.0,0.412,0.0,0.588,0.0,0.0,0.0,1.0
