,Position,0,1,2,3,4,5,6,7,8,9,10,11
118,1258,0.0,0.002,0.992,0.006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
118,1259,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,1212,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,1167,0.976,0.0,0.024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,1140,0.028,0.0,0.972,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,1131,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,963,0.14,0.0,0.86,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,945,0.106,0.0,0.0,0.894,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
118,930,0.004,0.956,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
118,837,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,828,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
118,627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,596,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,561,0.988,0.004,0.008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,426,0.0,0.062,0.008,0.93,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,384,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,315,0.182,0.0,0.818,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,291,0.0,0.426,0.002,0.572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9682,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9751,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9817,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
649,9945,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
649,10173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
649,10242,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1095,1417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.996
1095,1402,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.986,0.014,0.0,0.0
1095,1336,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.768,0.0,0.232,0.0
1095,1303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1295,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.96,0.0,0.04,0.0
1095,1261,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1213,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.414,0.0,0.586
1095,1198,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.976,0.0,0.024,0.0
1095,1183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1095,1159,0.0,0.028,0.0,0.972,0.0,0.0,0.0,1.0,0.0,0.972,0.0,0.028
1095,1102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1095,1072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1098,3532,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,3346,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1098,3306,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3259,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3253,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3247,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3100,0.0,0.006,0.38,0.614,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1098,3097,0.004,0.36,0.002,0.634,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1098,3094,0.01,0.726,0.002,0.262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3082,0.974,0.0,0.026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3064,0.0,0.0,0.982,0.018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1098,3058,0.974,0.0,0.026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,2854,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,2716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1099,4567,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.992,0.0,0.0,0.008
1099,4561,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4504,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1099,4498,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1099,4459,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002,0.998,0.0,0.0
1099,4402,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1099,4327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1099,4285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1099,4264,0.0,0.0,0.01,0.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1099,4165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1102,5787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1102,5706,0.0,0.0,0.0,1.0,0.0,0.988,0.0,0.012,0.0,0.014,0.0,0.986
1102,5670,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,6291,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,6230,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1103,6216,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.942,0.0,0.058,0.0
1103,5937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,5880,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,5877,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1104,6724,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1104,6652,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1104,6530,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,6518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.994,0.0,0.0,0.006
1104,6503,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.954,0.0,0.046,0.0
1104,6488,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.96,0.0,0.04,0.0
1104,6470,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1104,6446,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,6425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1106,7452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1106,7398,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1106,7359,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996,0.004
1106,7317,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.918,0.0,0.082,0.0
1106,7269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07,0.0,0.93
1106,7257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.558,0.0,0.442,0.0
1106,7239,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.912,0.0,0.088,0.0
1106,7189,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.002,0.0,0.998
1107,7876,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1107,7870,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1107,7864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1107,7738,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1108,8111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1109,8628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1109,8622,0.176,0.0,0.0,0.824,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1109,8616,0.018,0.0,0.982,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1109,8610,0.986,0.014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1111,9291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1111,9279,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1111,9216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1111,9177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,9095,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1111,9081,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1111,9075,0.498,0.0,0.502,0.0,0.504,0.0,0.496,0.0,0.904,0.0,0.096,0.0
1111,9042,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.982,0.0,0.0,0.018
1111,9021,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.874,0.0,0.126
1112,9936,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1112,9789,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1112,9732,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1112,9690,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
