,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
118,1258,0.0,0.0,0.0,1.0,0.23,0.256,0.28,0.234,0.0,0.0,0.998,0.002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,1259,0.0,0.0,1.0,0.0,0.22,0.27,0.26,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,1212,0.0,1.0,0.0,0.0,0.18,0.32,0.25,0.25,0.0,0.208,0.0,0.792,0.0,0.014,0.0,0.986,0.0,0.0,0.0,1.0
118,1167,0.0,0.0,1.0,0.0,0.274,0.258,0.242,0.226,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
118,1140,1.0,0.0,0.0,0.0,0.258,0.27,0.276,0.196,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,1131,1.0,0.0,0.0,0.0,0.286,0.244,0.236,0.234,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,963,1.0,0.0,0.0,0.0,0.214,0.236,0.302,0.248,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,945,1.0,0.0,0.0,0.0,0.232,0.246,0.222,0.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,930,0.0,0.0,0.0,1.0,0.716,0.09,0.09,0.104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,837,0.0,1.0,0.0,0.0,0.216,0.276,0.26,0.248,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,828,0.0,0.0,1.0,0.0,0.274,0.23,0.264,0.232,0.998,0.0,0.002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,663,0.0,1.0,0.0,0.0,0.288,0.254,0.198,0.26,0.0,0.192,0.0,0.808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,636,1.0,0.0,0.0,0.0,0.274,0.22,0.264,0.242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,627,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
118,596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.066,0.0,0.934,0.0,0.998,0.0,0.002,0.0
118,561,0.0,0.0,1.0,0.0,0.29,0.25,0.23,0.23,0.844,0.0,0.156,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,426,0.0,1.0,0.0,0.0,0.236,0.268,0.262,0.234,0.0,0.598,0.0,0.402,0.0,0.186,0.0,0.814,0.0,0.034,0.0,0.966
118,384,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
118,315,1.0,0.0,0.0,0.0,0.278,0.234,0.264,0.224,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,291,0.0,0.0,0.0,1.0,0.218,0.282,0.236,0.264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
648,9682,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
648,9751,0.0,0.0,0.0,1.0,0.252,0.264,0.248,0.236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
648,9817,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
649,9945,1.0,0.0,0.0,0.0,0.26,0.292,0.202,0.246,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
