,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
118,1258,0.236,0.238,0.226,0.3,0.0,0.0,0.13,0.87,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.214,0.246,0.262,0.278,0.0,0.0,1.0,0.0,0.0,0.0,0.872,0.128
118,1259,0.238,0.272,0.25,0.24,0.002,0.506,0.492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.256,0.28,0.26,0.204,0.0,0.0,1.0,0.0,0.0,0.51,0.49,0.0
118,1212,0.25,0.252,0.242,0.256,0.0,0.098,0.0,0.902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.226,0.286,0.246,0.242,0.0,0.0,0.0,1.0,0.0,0.92,0.0,0.08
118,1167,0.258,0.234,0.258,0.25,0.99,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.308,0.222,0.246,0.224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,1140,0.264,0.242,0.274,0.22,0.96,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24,0.248,0.262,0.25,0.01,0.0,0.99,0.0,0.992,0.0,0.008,0.0
118,1131,0.27,0.26,0.24,0.23,0.002,0.0,0.998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.266,0.248,0.262,0.224,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,963,0.244,0.246,0.258,0.252,0.92,0.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.242,0.252,0.258,0.248,1.0,0.0,0.0,0.0,0.008,0.0,0.992,0.0
118,945,0.276,0.218,0.25,0.256,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.272,0.21,0.234,0.284,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
118,930,0.51,0.158,0.154,0.178,0.0,0.872,0.0,0.128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.618,0.142,0.104,0.136,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,837,0.236,0.29,0.24,0.234,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.186,0.252,0.27,0.292,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,828,0.276,0.206,0.27,0.248,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.276,0.248,0.26,0.216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,663,0.266,0.224,0.254,0.256,0.0,0.146,0.0,0.854,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.242,0.262,0.24,0.256,0.0,0.0,0.0,1.0,0.0,0.856,0.0,0.144
118,636,0.236,0.252,0.228,0.284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24,0.242,0.222,0.296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118,627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22,0.306,0.262,0.212,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,596,1.0,0.0,0.0,0.0,0.426,0.0,0.574,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.246,0.244,0.272,0.238,1.0,0.0,0.0,0.0,0.566,0.0,0.434,0.0
118,561,0.266,0.274,0.212,0.248,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.28,0.242,0.274,0.204,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,426,0.242,0.246,0.278,0.234,0.0,0.17,0.0,0.83,0.0,1.0,0.0,0.0,0.0,0.416,0.0,0.584,0.194,0.27,0.248,0.288,0.0,0.504,0.0,0.496,0.0,0.07,0.0,0.93
118,384,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.248,0.282,0.246,0.224,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
118,315,0.252,0.234,0.252,0.262,0.856,0.0,0.144,0.0,1.0,0.0,0.0,0.0,0.598,0.0,0.402,0.0,0.228,0.242,0.276,0.254,0.012,0.0,0.988,0.0,0.404,0.0,0.596,0.0
118,291,0.264,0.212,0.24,0.284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,0.25,0.248,0.282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,0.218,0.226,0.316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9751,0.26,0.268,0.26,0.212,1.0,0.0,0.0,0.0,0.272,0.258,0.24,0.23,1.0,0.0,0.0,0.0,0.288,0.234,0.22,0.258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9817,0.0,1.0,0.0,0.0,0.0,0.932,0.0,0.068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.232,0.272,0.244,0.252,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
649,9945,0.256,0.3,0.208,0.236,0.0,0.0,0.0,1.0,0.23,0.38,0.218,0.172,1.0,0.0,0.0,0.0,0.16,0.562,0.122,0.156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
649,10173,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.194,0.308,0.226,0.272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
649,10242,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.238,0.25,0.284,0.228,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1095,1417,0.0,0.0,1.0,0.0,0.246,0.25,0.244,0.26,0.0,0.0,0.018,0.982,0.212,0.256,0.268,0.264,0.264,0.242,0.258,0.236,0.0,0.0,0.0,1.0,0.244,0.24,0.234,0.282
1095,1402,0.0,1.0,0.0,0.0,0.23,0.262,0.242,0.266,0.932,0.068,0.0,0.0,0.28,0.262,0.208,0.25,0.232,0.27,0.25,0.248,1.0,0.0,0.0,0.0,0.272,0.236,0.238,0.254
