,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
118,1258,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.008,0.0,0.0,1.0,0.0,0.258,0.248,0.22,0.274,0.002,0.008,0.854,0.136,0.0,0.0,0.0,1.0,0.244,0.232,0.268,0.256,0.244,0.238,0.246,0.272
118,1259,0.0,0.0,1.0,0.0,0.0,0.002,0.998,0.0,0.0,1.0,0.0,0.0,0.248,0.206,0.262,0.284,0.004,0.008,0.986,0.002,0.0,0.0,1.0,0.0,0.25,0.234,0.264,0.252,0.226,0.258,0.236,0.28
118,1212,0.0,0.0,0.0,1.0,0.0,0.116,0.0,0.884,0.0,0.01,0.0,0.99,0.228,0.282,0.222,0.268,0.0,0.83,0.0,0.17,0.0,1.0,0.0,0.0,0.244,0.266,0.234,0.256,0.238,0.256,0.232,0.274
118,1167,1.0,0.0,0.0,0.0,0.83,0.0,0.17,0.0,0.194,0.0,0.806,0.0,0.264,0.232,0.25,0.254,0.934,0.0,0.066,0.0,0.0,0.0,1.0,0.0,0.264,0.246,0.214,0.276,0.278,0.224,0.258,0.24
118,1140,0.0,0.0,1.0,0.0,0.21,0.0,0.79,0.0,0.782,0.0,0.218,0.0,0.288,0.23,0.232,0.25,0.144,0.0,0.856,0.0,1.0,0.0,0.0,0.0,0.256,0.26,0.248,0.236,0.262,0.282,0.226,0.23
118,1131,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.266,0.214,0.276,0.244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.244,0.226,0.286,0.244,0.246,0.228,0.248,0.278
118,963,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.282,0.2,0.29,0.228,0.03,0.0,0.97,0.0,1.0,0.0,0.0,0.0,0.262,0.224,0.284,0.23,0.248,0.25,0.254,0.248
118,945,0.166,0.0,0.0,0.834,0.0,0.0,0.0,1.0,0.832,0.0,0.0,0.168,0.262,0.208,0.244,0.286,0.032,0.0,0.0,0.968,1.0,0.0,0.0,0.0,0.294,0.218,0.226,0.262,0.252,0.236,0.23,0.282
118,930,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.692,0.112,0.092,0.104,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.424,0.208,0.184,0.184,0.312,0.226,0.254,0.208
118,837,0.0,0.0,0.0,1.0,0.0,0.022,0.0,0.978,0.0,0.0,0.0,1.0,0.238,0.256,0.244,0.262,0.0,0.262,0.0,0.738,0.0,1.0,0.0,0.0,0.246,0.258,0.198,0.298,0.246,0.24,0.236,0.278
118,828,1.0,0.0,0.0,0.0,0.998,0.0,0.002,0.0,1.0,0.0,0.0,0.0,0.258,0.264,0.264,0.214,0.896,0.0,0.104,0.0,0.0,0.0,1.0,0.0,0.248,0.24,0.272,0.24,0.27,0.248,0.242,0.24
118,663,0.0,0.0,0.0,1.0,0.0,0.18,0.0,0.82,0.0,0.0,0.0,1.0,0.228,0.27,0.254,0.248,0.0,0.756,0.0,0.244,0.0,1.0,0.0,0.0,0.232,0.222,0.242,0.304,0.24,0.238,0.244,0.278
118,636,0.0,0.0,0.0,1.0,0.004,0.0,0.0,0.996,0.0,0.0,0.0,1.0,0.284,0.228,0.2,0.288,0.086,0.0,0.0,0.914,1.0,0.0,0.0,0.0,0.26,0.246,0.228,0.266,0.222,0.262,0.234,0.282
118,627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,0.006,0.994,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.264,0.236,0.014,0.918,0.064,0.004
118,596,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.258,0.25,0.264,0.228,0.936,0.002,0.056,0.006
118,561,1.0,0.0,0.0,0.0,0.814,0.0,0.186,0.0,1.0,0.0,0.0,0.0,0.284,0.222,0.254,0.24,0.408,0.01,0.576,0.006,0.0,0.0,1.0,0.0,0.256,0.23,0.248,0.266,0.27,0.236,0.26,0.234
118,426,0.0,0.162,0.0,0.838,0.0,0.432,0.0,0.568,0.0,0.058,0.0,0.942,0.264,0.234,0.236,0.266,0.002,0.386,0.008,0.604,0.0,1.0,0.0,0.0,0.214,0.238,0.256,0.292,0.26,0.254,0.226,0.26
118,384,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,0.68,0.0,0.0,0.578,0.422,0.0,0.202,0.268,0.27,0.26,0.004,0.586,0.406,0.004
118,315,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.27,0.204,0.268,0.258,0.056,0.0,0.944,0.0,1.0,0.0,0.0,0.0,0.278,0.248,0.264,0.21,0.228,0.266,0.266,0.24
