,Position,0,1,2,3,4,5,6,7,8,9,10,11
118,1258,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
118,1259,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,1212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,1167,1.0,0.0,0.0,0.0,0.988,0.0,0.012,0.0,0.0,0.0,1.0,0.0
118,1140,0.0,0.0,1.0,0.0,0.014,0.0,0.986,0.0,1.0,0.0,0.0,0.0
118,1131,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0
118,963,0.0,0.0,1.0,0.0,0.102,0.0,0.898,0.0,1.0,0.0,0.0,0.0
118,945,0.0,0.0,0.0,1.0,0.114,0.0,0.0,0.886,1.0,0.0,0.0,0.0
118,930,0.0,1.0,0.0,0.0,0.01,0.918,0.0,0.072,0.0,0.0,0.0,1.0
118,837,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,828,1.0,0.0,0.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0,1.0,0.0
118,663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
118,636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
118,627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,596,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,561,1.0,0.0,0.0,0.0,0.994,0.0,0.006,0.0,0.0,0.0,1.0,0.0
118,426,0.0,0.0,0.0,1.0,0.004,0.04,0.002,0.954,0.0,1.0,0.0,0.0
118,384,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,315,0.0,0.0,1.0,0.0,0.174,0.0,0.826,0.0,1.0,0.0,0.0,0.0
118,291,0.0,1.0,0.0,0.0,0.0,0.488,0.0,0.512,0.0,0.0,0.0,1.0
648,9682,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
648,9751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
648,9817,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
649,9945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
649,10173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
649,10242,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1095,1417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.302,0.698
1095,1402,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.982,0.018,0.0,0.0
1095,1336,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0
1095,1303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1295,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.88,0.0,0.12,0.0
1095,1261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1095,1213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.568,0.0,0.432
1095,1198,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0
1095,1183,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1159,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,1102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1095,1072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1098,3532,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,3346,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1098,3306,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3259,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3253,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,3247,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,3100,0.0,0.0,0.0,1.0,0.002,0.0,0.276,0.722,0.0,0.0,1.0,0.0
1098,3097,0.0,0.0,0.0,1.0,0.0,0.27,0.0,0.73,0.0,1.0,0.0,0.0
1098,3094,0.0,1.0,0.0,0.0,0.0,0.806,0.004,0.19,0.0,0.0,0.0,1.0
1098,3082,1.0,0.0,0.0,0.0,0.966,0.0,0.034,0.0,0.0,0.0,1.0,0.0
1098,3064,0.0,0.0,1.0,0.0,0.0,0.0,0.986,0.014,0.0,0.0,0.0,1.0
1098,3058,1.0,0.0,0.0,0.0,0.984,0.0,0.014,0.002,0.0,0.0,1.0,0.0
1098,3000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,2854,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1098,2716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1099,4567,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.616,0.0,0.0,0.384
1099,4561,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4504,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1099,4459,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.306,0.694,0.0,0.0
1099,4402,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1099,4327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1099,4285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,4264,0.0,0.0,1.0,0.0,0.0,0.0,0.104,0.896,1.0,0.0,0.0,0.0
1099,4165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1102,5787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1102,5706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002,0.0,0.998
1102,5670,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,6291,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,6230,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0
1103,6216,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.832,0.0,0.168,0.0
1103,5937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,5880,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1103,5877,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1104,6724,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6705,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6650,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6652,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1104,6530,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1104,6518,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.974,0.0,0.0,0.026
1104,6503,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.908,0.0,0.092,0.0
1104,6488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.894,0.0,0.106,0.0
1104,6470,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1104,6446,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.92,0.08
1104,6425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1106,7452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1106,7398,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1106,7359,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.698,0.302
1106,7317,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.962,0.0,0.038,0.0
1106,7269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.846,0.0,0.154
1106,7257,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.774,0.0,0.226,0.0
1106,7239,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.812,0.0,0.188,0.0
1106,7189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004,0.0,0.996
1107,7876,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1107,7870,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1107,7864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1107,7738,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1108,8111,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1109,8628,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1109,8622,0.0,0.0,0.0,1.0,0.098,0.0,0.0,0.902,1.0,0.0,0.0,0.0
1109,8616,0.0,0.0,1.0,0.0,0.018,0.0,0.982,0.0,1.0,0.0,0.0,0.0
1109,8610,1.0,0.0,0.0,0.0,0.992,0.008,0.0,0.0,0.0,1.0,0.0,0.0
1111,9291,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1111,9279,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1111,9216,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1111,9177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1111,9095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1111,9081,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1111,9075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.682,0.0,0.318,0.0
1111,9042,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.688,0.0,0.0,0.312
1111,9021,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.002,0.316,0.002,0.68
1112,9936,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1112,9789,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1112,9732,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1112,9690,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1113,10457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
